Molecular Weight,Polarity,H Bond Donors,H Bond Acceptors,Solubility
195.8740923,0.731048765,1,4,0.473163825
111.732048,0.819181448,2,2,0.577321792
110.700414,0.550885133,1,1,0.591535301
158.9694723,0.836505067,0,2,0.700810459
174.5398074,0.900907934,0,4,0.375919137
184.815038,0.59265646,4,0,0.720627032
193.583208,0.707562627,0,1,0.660804751
198.3426242,0.759992495,2,3,0.317460048
139.9801692,0.725903509,0,0,0.583457586
138.0335184,0.899914965,1,0,0.314016884
114.7808677,0.980261199,0,3,0.548219974
168.4934439,0.899476582,3,2,0.599706559
165.6761958,0.538996409,2,1,0.617439853
186.2062596,0.902467786,4,0,0.763439334
109.7257995,0.533298166,3,2,0.448528509
149.7776908,0.617985193,2,3,0.72228293
158.108193,0.576548448,2,2,0.526110607
124.155704,0.598759553,2,0,0.63346993
116.9025406,0.764157564,0,1,0.703971711
185.9580836,0.835844929,0,1,0.662020583
105.8534922,0.735160641,3,3,0.697750294
147.0620904,0.97984782,3,2,0.618034754
111.5834001,0.62014616,1,4,0.700390304
145.7058761,0.881570115,1,1,0.754506738
197.9962326,0.935091089,1,4,0.752209421
142.3706353,0.781033055,2,2,0.46394411
185.7124918,0.728111251,4,2,0.785986414
111.7315564,0.798092223,1,4,0.328833498
127.1252077,0.714404885,3,3,0.608201347
140.3792741,0.777596941,4,4,0.547612279
139.981214,0.708466976,1,0,0.415238035
167.1383479,0.700234855,0,4,0.567574024
134.4718127,0.847673234,1,4,0.33297733
171.3766868,0.546425607,1,3,0.576857079
163.9186899,0.583271036,2,0,0.727232721
139.9161145,0.925599236,2,2,0.370486206
143.1760128,0.885538673,1,0,0.462676093
161.45277,0.640726864,2,4,0.615561636
107.004219,0.688634466,0,2,0.479650639
182.2406738,0.963013253,4,3,0.507501514
165.3421161,0.909038613,4,2,0.469225449
172.6342464,0.80717315,2,3,0.541334948
153.6923001,0.610745089,1,4,0.486597977
111.0477111,0.522125986,0,0,0.372124162
140.5035613,0.715628923,0,0,0.399406398
140.5373583,0.83631357,3,0,0.339623295
132.104299,0.914240245,2,0,0.533828534
102.9950325,0.926344503,3,0,0.722701967
173.7254243,0.516387951,2,1,0.345275542
110.9784458,0.622078517,3,4,0.629362749
160.6308133,0.669547294,1,0,0.51011158
170.3217496,0.594366105,2,0,0.735690511
163.4786323,0.901487689,4,3,0.481656773
195.9142252,0.883732882,2,4,0.647221694
110.3298155,0.75841652,4,3,0.499556113
186.7167159,0.991463239,3,0,0.57097422
102.9190235,0.572029271,3,4,0.687472821
153.4916855,0.949825852,1,4,0.783928542
140.4243618,0.558231627,4,4,0.367443724
152.418386,0.581590853,1,2,0.56454853
136.5099877,0.8481096,0,1,0.366134321
119.0566915,0.554784846,4,1,0.31525186
101.9122897,0.782922548,2,0,0.67397531
151.8149814,0.710116768,4,1,0.791635659
184.2776863,0.864236983,3,4,0.597701642
137.3215956,0.950337619,1,2,0.336216323
122.2863818,0.884935757,0,1,0.330863989
108.0532003,0.924844938,1,1,0.457273682
108.5310923,0.516472724,0,2,0.49044203
122.1396446,0.655097749,3,3,0.301933242
110.0014061,0.757716543,1,0,0.721341452
126.5039698,0.707976657,2,4,0.534289883
106.6149462,0.615627476,2,2,0.797853841
106.5604867,0.653937049,1,3,0.742073468
185.627618,0.972715485,1,0,0.550388154
116.2120261,0.64709044,0,3,0.613529064
155.9682406,0.676952055,1,0,0.457276
177.3455544,0.501854887,0,1,0.451678052
145.6409565,0.922538814,1,2,0.365102481
115.3368878,0.577420352,1,0,0.572700108
119.9596142,0.602072138,4,2,0.340835633
143.2984206,0.627632259,0,2,0.52342983
152.8234089,0.942311028,3,3,0.46086221
134.9440292,0.603225706,2,4,0.695266668
178.14796,0.89876318,0,3,0.490722807
175.1021649,0.90402467,1,3,0.750747651
192.7211807,0.963510284,2,4,0.394765215
102.8952549,0.557780657,1,4,0.765273287
189.5691291,0.608639486,3,3,0.596643322
139.2568788,0.871449146,0,2,0.360120801
187.8372495,0.598000377,0,1,0.551075085
169.0784776,0.643164773,1,4,0.433959094
198.7348757,0.58337079,1,1,0.674518248
175.9282452,0.586348343,0,2,0.625654719
136.4544626,0.740776677,1,4,0.331368256
150.1063173,0.554841531,0,0,0.50877311
137.6389155,0.660848809,4,0,0.743568102
136.4911836,0.713296955,3,3,0.503913496
126.0904499,0.512274058,0,1,0.671815281
149.5970295,0.694166583,3,0,0.356691286
168.1739945,0.547061218,3,3,0.733458313
127.7340271,0.746789266,4,3,0.551215882
152.4379811,0.912869094,0,3,0.773786084
111.7380294,0.909211081,1,2,0.568660586
115.9845287,0.540224258,1,1,0.684612842
104.6806355,0.800613879,0,4,0.786056948
197.0731443,0.917293191,0,3,0.664673505
100.3860352,0.618986271,3,4,0.588636668
117.8579968,0.880963256,3,0,0.48335407
161.2866753,0.945382173,2,2,0.321262544
108.1369599,0.903062076,3,4,0.516272855
188.1896503,0.553650516,0,3,0.506240229
171.9620158,0.50453,2,2,0.711531129
196.6389971,0.595862055,3,3,0.394626353
150.7635547,0.63523867,1,2,0.671322426
130.0403683,0.808091495,3,4,0.318781806
154.9500573,0.692136588,3,4,0.743182664
193.0818717,0.851703515,3,0,0.633971298
152.0761437,0.67653748,3,1,0.511221894
126.7207032,0.577212712,4,3,0.432753861
187.7398789,0.656344922,0,3,0.39220052
137.1918749,0.942162113,2,0,0.592822568
100.138335,0.979266172,0,2,0.505119337
124.7685022,0.603756367,3,2,0.671511446
131.8233509,0.894234194,1,4,0.753387276
185.8777468,0.636674368,2,4,0.447825773
145.8503167,0.943565772,0,3,0.624950179
144.4587288,0.582772806,1,1,0.511361096
133.6102266,0.832979959,3,3,0.321369497
188.0678123,0.542105632,1,2,0.607716336
194.5026777,0.986946662,0,1,0.481851283
199.1890329,0.850316672,2,1,0.306863023
137.6741267,0.92090787,0,0,0.536139991
196.6147446,0.78333467,1,4,0.34583445
179.187957,0.738400682,1,1,0.614084829
167.5689148,0.810941196,0,3,0.563248183
124.4889479,0.764370756,0,2,0.550174372
121.6457261,0.734692178,0,4,0.768439604
116.6047825,0.879725126,1,3,0.740213689
192.275661,0.589100477,4,2,0.656966983
129.4076662,0.585586024,0,3,0.588770355
145.3094245,0.715921325,3,3,0.426184657
149.3957834,0.660373958,1,4,0.304081384
177.8171595,0.537062259,4,2,0.35981737
184.4234962,0.922235246,2,3,0.460147115
113.9072701,0.885801403,4,1,0.398363923
142.690436,0.77196075,2,4,0.585001911
184.2854888,0.989662269,4,0,0.567474909
181.8033306,0.536300033,1,1,0.494895722
110.2413758,0.883334651,3,2,0.700272263
115.6383349,0.633185196,1,1,0.665578573
130.4198692,0.68429946,4,3,0.643941433
107.5359069,0.609639693,4,0,0.551337624
142.4663003,0.894518946,2,4,0.321722615
110.7617705,0.572120051,0,0,0.514013865
156.8217594,0.920008349,1,1,0.549590917
124.655694,0.830788824,2,0,0.523923798
159.6433065,0.529511623,4,2,0.302237313
111.7525643,0.905490866,4,3,0.626214429
197.5883868,0.813877858,0,3,0.428696388
193.2561204,0.95249116,1,2,0.322329412
139.1796939,0.874361153,4,3,0.551734305
124.2178594,0.780560464,3,4,0.760273691
125.0398213,0.91827359,0,3,0.314720142
148.3393535,0.639025119,0,3,0.306870797
103.9992802,0.773475031,2,1,0.593874043
163.9705106,0.64680841,2,0,0.571493119
140.8302908,0.984102196,2,3,0.307853174
137.7406573,0.61309815,4,1,0.351534375
180.9364971,0.50786912,0,2,0.718197321
170.903546,0.662927421,1,4,0.526319223
195.4333815,0.751254698,3,2,0.362193633
135.193624,0.514181467,4,4,0.377960242
189.7542765,0.77962415,4,1,0.605711368
176.9967186,0.937141387,1,2,0.464332997
135.7424652,0.852366097,4,1,0.312852616
162.1665436,0.811484161,1,4,0.618009248
128.8569958,0.977980875,1,3,0.316176463
187.4399917,0.979139667,0,1,0.355139974
111.2427317,0.912133235,4,0,0.379384124
121.2434361,0.803870924,4,3,0.371638956
118.3033292,0.74388228,3,3,0.680781473
140.3026002,0.506658057,1,0,0.346722728
174.523296,0.803130953,3,2,0.374320796
152.6907449,0.994544038,3,0,0.523507784
148.7676324,0.909050525,3,3,0.370041845
100.0545965,0.670302322,2,2,0.673468014
142.5401725,0.576023513,0,2,0.543872925
106.3553775,0.892029307,1,4,0.739821698
120.8253252,0.87196891,4,0,0.319057938
193.2393939,0.983523396,2,3,0.727599194
121.5398204,0.937421181,2,1,0.376905477
185.8337639,0.777831313,2,4,0.762817368
180.2893372,0.550642123,4,1,0.463020555
115.9146237,0.741750329,2,2,0.555391519
160.5711957,0.656847527,2,3,0.311847038
111.5661872,0.756204241,4,3,0.664569455
172.7888158,0.650850787,0,0,0.406885643
163.7462277,0.930911496,2,3,0.758308371
181.1938562,0.922163507,1,3,0.630893523
147.9384549,0.657732579,0,0,0.441809573
191.4863088,0.799790673,4,0,0.430454295
104.9348947,0.715090429,0,3,0.385239607
129.2888565,0.954546379,0,3,0.700935252
171.5052597,0.593680451,3,4,0.519238374
141.8109212,0.848864201,4,1,0.438472806
117.2951354,0.985187664,0,4,0.776409756
110.7210745,0.58763776,4,4,0.701120416
181.7339111,0.600983214,2,2,0.593151505
147.3142978,0.846861669,4,3,0.701224328
188.2283672,0.889576962,0,4,0.360063372
173.3289134,0.745274527,4,3,0.636081888
140.9726206,0.804843233,3,4,0.462075787
137.3511014,0.606341204,3,2,0.643754486
151.5638347,0.738307114,3,3,0.780828565
188.9059953,0.55603594,4,1,0.690179795
173.727858,0.660710963,0,2,0.582779419
100.5152964,0.642389853,2,0,0.672766604
169.4157851,0.72231268,1,1,0.534165833
191.9507407,0.965063181,2,4,0.439972589
171.045576,0.590633831,3,3,0.32031702
117.7005782,0.700694123,0,3,0.638601523
148.3518127,0.80779861,4,1,0.371295717
114.0316018,0.973278543,4,0,0.52967398
135.8995278,0.566574096,0,3,0.633377271
193.7117042,0.958938308,0,0,0.745647003
192.3305308,0.540526894,3,0,0.604681819
128.2836852,0.740370699,3,2,0.40886234
133.9631044,0.727294934,0,1,0.537027828
160.0212868,0.604801364,3,1,0.633810034
196.3197295,0.673729834,1,1,0.397658761
114.7801334,0.727082634,4,4,0.666085898
125.6916644,0.932605731,3,1,0.681912119
187.3556827,0.977532073,3,3,0.561264679
149.1892232,0.759462839,3,3,0.72940062
189.8961092,0.935049895,0,1,0.412369919
118.5517898,0.804085793,1,3,0.568868747
153.2668587,0.674543671,3,2,0.747082092
132.6269633,0.597097104,1,4,0.652075755
131.654256,0.706567386,1,4,0.703437157
144.6876964,0.761412141,0,0,0.411046511
143.3077449,0.522221694,3,0,0.586390291
135.734688,0.572920583,1,4,0.462021358
191.497077,0.800092212,3,1,0.629458217
173.1744185,0.612500797,3,1,0.561304823
172.7546991,0.918663188,2,2,0.612744403
128.991345,0.663471125,4,4,0.608835012
157.7709424,0.552417104,3,3,0.66821791
177.9179433,0.541765294,0,3,0.699441143
179.5590369,0.96856151,4,0,0.330938884
134.4530461,0.559010156,0,4,0.774188425
177.0872757,0.570454882,0,0,0.503222456
173.5893897,0.931333029,0,2,0.385048506
114.1506486,0.627144065,2,0,0.760990059
186.5945469,0.832975705,4,2,0.691995708
144.132147,0.908362844,0,4,0.510176905
148.6410449,0.80359032,2,2,0.599957257
144.8369179,0.978744272,4,0,0.413098631
156.7846001,0.85444145,0,4,0.506565164
162.1169247,0.556375755,0,0,0.500469983
149.8179566,0.779205013,3,3,0.67702022
186.6788543,0.859093263,4,1,0.515861498
162.7734756,0.90097862,1,2,0.677435644
140.1427949,0.513160668,0,2,0.695039714
141.6691757,0.859439458,0,1,0.492809931
181.0838615,0.912840411,0,2,0.520031666
134.8191943,0.873416905,3,2,0.560357997
121.1454796,0.756174573,3,3,0.301755348
105.9383188,0.729010482,3,4,0.3975275
187.6026848,0.774709292,4,2,0.723568574
191.8546451,0.852321849,2,3,0.680470151
112.0120182,0.961457145,4,2,0.33857579
133.4473741,0.808517605,2,4,0.617448833
117.537207,0.943917153,1,3,0.310367677
111.5898469,0.850628424,4,2,0.567101835
189.9866743,0.534168189,0,3,0.380740814
105.6877259,0.750414095,1,1,0.726726174
198.0485663,0.643243174,0,2,0.607407611
109.6450861,0.642587464,2,0,0.331991131
186.3470649,0.677963776,3,4,0.62062693
156.6506107,0.657366386,2,2,0.746099106
136.7917488,0.78930499,4,2,0.666853201
134.2342377,0.84180075,1,0,0.357601154
175.7364143,0.634374694,1,3,0.632546632
131.4573295,0.564881311,1,4,0.60535134
165.7318917,0.52940436,2,0,0.615675932
151.7326084,0.787876423,4,4,0.697581065
148.4965645,0.593065083,3,2,0.45220957
190.1162171,0.504623997,1,4,0.477734264
155.4645059,0.96387654,3,3,0.400908069
182.6861603,0.76857021,1,1,0.528588042
172.5573534,0.54622409,1,4,0.504921681
103.8557246,0.921460556,2,1,0.342050922
177.3110053,0.991601369,0,3,0.421303257
121.687025,0.724300331,1,0,0.359963792
190.3149647,0.521244804,0,4,0.577254199
104.2924191,0.55877297,2,4,0.393633263
133.3072034,0.690826873,1,4,0.4628011
109.9732947,0.942761319,4,4,0.708526668
147.5589117,0.57401934,1,1,0.58592461
182.0022436,0.911995047,1,3,0.559791646
129.818736,0.50748813,4,1,0.772181372
115.0934897,0.728694349,4,2,0.518675695
133.0267036,0.82219857,1,2,0.741820542
181.3880142,0.530189741,3,0,0.588927003
114.0383958,0.807381375,2,0,0.502667741
122.7362449,0.972202061,3,4,0.473036037
106.8851964,0.58012996,1,2,0.751688992
170.5710044,0.864805692,0,1,0.582622679
139.5233244,0.804546949,4,3,0.425856782
131.0839977,0.592558194,4,2,0.55973443
171.862639,0.503101707,0,2,0.424885447
133.5977542,0.504642225,2,1,0.420334448
172.7771273,0.766046205,2,2,0.364570676
181.5199395,0.971389705,1,1,0.644654627
121.7662843,0.822149314,1,1,0.690521804
197.3818697,0.857149923,4,1,0.461805986
116.2357948,0.746932743,0,1,0.504648325
129.0840907,0.790944471,0,2,0.696534046
117.9795291,0.563183763,3,2,0.3081516
134.5505656,0.93841031,2,3,0.466415477
148.0060888,0.880396314,2,0,0.453797192
152.2175869,0.999099476,1,3,0.571725848
185.3606042,0.648861474,1,1,0.74743462
188.9447909,0.613508886,2,4,0.320258368
122.0103861,0.562580829,3,3,0.721385678
162.2894032,0.982104878,1,4,0.578563903
111.1496057,0.890442592,1,4,0.593833463
145.896986,0.583162307,3,2,0.778482818
132.2333538,0.776343236,4,1,0.364141553
131.6500745,0.706884104,2,0,0.438321782
148.2584242,0.575743004,0,0,0.415025905
172.9827636,0.581036493,0,0,0.534419979
106.9182659,0.981734997,0,0,0.58991493
187.9173338,0.652482091,0,0,0.663931487
173.4813775,0.970719646,0,4,0.326519603
117.6499389,0.537805337,4,4,0.51306471
193.9160909,0.730401521,2,4,0.762137167
150.6312224,0.564809524,1,1,0.531296387
199.9808578,0.502393693,0,3,0.70881136
119.7259474,0.776883037,3,2,0.355989903
153.4908198,0.556947052,0,4,0.444840834
129.0248043,0.861012265,4,1,0.667698445
130.4173557,0.849058188,2,1,0.610677119
159.1065381,0.588166454,3,2,0.521576331
192.1719067,0.970871072,0,0,0.634457
180.5263856,0.860521704,4,1,0.685484152
172.3941399,0.648985132,0,3,0.748754355
155.9173782,0.854616882,0,3,0.520177556
192.2298504,0.865965139,3,3,0.621304849
149.2361407,0.671113166,4,1,0.49073014
187.3832178,0.687794281,2,1,0.763524932
183.3981644,0.679553254,4,1,0.540341846
121.3835347,0.808309222,2,1,0.505261495
177.1225463,0.950205073,2,3,0.769735629
101.2171157,0.586596618,2,2,0.300980641
132.2829538,0.937599805,2,2,0.465985545
122.9567445,0.513826578,4,1,0.719102785
150.6862958,0.830169298,3,3,0.525724175
173.6853162,0.707219437,2,2,0.474193193
109.7676367,0.895640776,1,3,0.593908207
151.4922202,0.860599056,2,1,0.502337908
193.8412022,0.740053904,1,1,0.464751808
122.8646551,0.821932018,0,4,0.432986653
167.7141144,0.750886565,2,1,0.456522736
